I
1130 Generated by WorldEditor 2.3.0r2

1    561 0 0 EBCI Brussels South Charleroi
1302 city Brussels
112  50.45463153  004.43789648  50.45464106  004.43781144
111  50.45463153  004.43789648
112  50.45463153  004.43789648  50.45464184  004.43780445
112  50.45470118  004.43767082  50.45473615  004.43761956
111  50.45470118  004.43767082
111  50.45488288  004.43741880
112  50.45488288  004.43741880  50.45492624  004.43736949
112  50.45502067  004.43735117  50.45504735  004.43739421
111  50.45502067  004.43735117
111  50.45523813  004.43768256
111  50.45524669  004.43759500
111  50.45503276  004.43689119
111  50.45499484  004.43686085
111  50.45451470  004.43722269
112  50.45451470  004.43722269  50.45436748  004.43734487
112  50.45427998  004.43780645  50.45426518  004.43804239
111  50.45427998  004.43780645
112  50.45427998  004.43780645  50.45426832  004.43799225
112  50.45434461  004.43833756  50.45439665  004.43849067
111  50.45434461  004.43833756
111  50.45668096  004.44637766
111  50.45686229  004.44700046
111  50.45768154  004.44981937
111  50.45787567  004.45048732
111  50.45823088  004.45170956
112  50.45824893  004.45268845  50.45807617  004.45286593
111  50.45824893  004.45268845
111  50.45805581  004.45282006
111  50.45806582  004.45286870
111  50.45796330  004.45293736
111  50.45854982  004.45511702
111  50.45839771  004.45522335
111  50.45937905  004.45868668
111  50.45913586  004.45887360
111  50.45961524  004.46056213
111  50.45982845  004.46131057
111  50.45970358  004.46139512
111  50.46120426  004.46651541
113  50.46195877  004.46595306
110 2 0.00 65.5500 North Concrete Apron
111  50.46578930  004.46489056
112  50.46578930  004.46489056  50.46583629  004.46506891
112  50.46572162  004.46527738  50.46567587  004.46531864
111  50.46572162  004.46527738
111  50.46585800  004.46574896
112  50.46585800  004.46574896  50.46590176  004.46572174
112  50.46606964  004.46586530  50.46612510  004.46597801
111  50.46606964  004.46586530
111  50.46648743  004.46726568
112  50.46648743  004.46726568  50.46656567  004.46757283
111  50.46638516  004.46770383
111  50.46653070  004.46819729
112  50.46653070  004.46819729  50.46665004  004.46813134
112  50.46678326  004.46834848  50.46682596  004.46847307
111  50.46678326  004.46834848
111  50.46810646  004.47288117
112  50.46810646  004.47288117  50.46816060  004.47314976
111  50.46800586  004.47324598
111  50.46814213  004.47373211
112  50.46814213  004.47373211  50.46830114  004.47362735
111  50.46840410  004.47386487
111  50.46922176  004.47667520
111  50.46950104  004.47647931
111  50.46972699  004.47725486
111  50.47068247  004.47660642
111  50.46682811  004.46337046
111  50.46674243  004.46343464
111  50.46677917  004.46355669
111  50.46624578  004.46395425
111  50.46606675  004.46330536
113  50.46546789  004.46378071
110 1 0.00 0.0000 Runway Turning Circle
111  50.45579248  004.43807695
111  50.45581355  004.43674320
112  50.45581355  004.43674320  50.45579839  004.43655105
112  50.45536348  004.43659568  50.45519703  004.43670668
111  50.45536348  004.43659568
111  50.45534116  004.43667163
113  50.45575393  004.43808518
110 1 0.00 65.5500 North Asphalt Taxiway
111  50.46488822  004.46945073
111  50.46541476  004.46907638
112  50.46541476  004.46907638  50.46568318  004.46893742
112  50.46606842  004.46896247  50.46617937  004.46919179
111  50.46606842  004.46896247
111  50.46638289  004.46981518
111  50.46720197  004.47261255
111  50.46734050  004.47340136
112  50.46734050  004.47340136  50.46735473  004.47358255
112  50.46722541  004.47363963  50.46714793  004.47369486
111  50.46722541  004.47363963
111  50.46744812  004.47434647
112  50.46744812  004.47434647  50.46755808  004.47427550
112  50.46767722  004.47450254  50.46772324  004.47466323
111  50.46767722  004.47450254
111  50.46813535  004.47419312
112  50.46813535  004.47419312  50.46809460  004.47405606
112  50.46817897  004.47386159  50.46825480  004.47380310
112  50.46834679  004.47398768  50.46837800  004.47408880
111  50.46834679  004.47398768
111  50.46916097  004.47680674
111  50.46943773  004.47661034
111  50.46951053  004.47672022
111  50.46968813  004.47728396
111  50.46972346  004.47725814
111  50.46949752  004.47648258
111  50.46921823  004.47667848
111  50.46839629  004.47387255
112  50.46814213  004.47373211  50.46798311  004.47383687
111  50.46814213  004.47373211
111  50.46800586  004.47324598
112  50.46800586  004.47324598  50.46813925  004.47315366
112  50.46811255  004.47287166  50.46809110  004.47279302
111  50.46811255  004.47287166
111  50.46678326  004.46834848
112  50.46678326  004.46834848  50.46674055  004.46822389
112  50.46652718  004.46820057  50.46640784  004.46826651
111  50.46652718  004.46820057
111  50.46638163  004.46770710
112  50.46648390  004.46726896  50.46640567  004.46696181
111  50.46648390  004.46726896
111  50.46606964  004.46586530
112  50.46606964  004.46586530  50.46601419  004.46575258
112  50.46585800  004.46574896  50.46581425  004.46577618
111  50.46585800  004.46574896
111  50.46572162  004.46527738
112  50.46572162  004.46527738  50.46576737  004.46523612
112  50.46578577  004.46489384  50.46573878  004.46471549
111  50.46578577  004.46489384
111  50.46546436  004.46378398
111  50.46533246  004.46387808
111  50.46563888  004.46499499
111  50.46569770  004.46501078
112  50.46569770  004.46501078  50.46570106  004.46507673
112  50.46564003  004.46514986  50.46561510  004.46517045
111  50.46564003  004.46514986
112  50.46564003  004.46514986  50.46548873  004.46527484
111  50.46533299  004.46471679
111  50.46393694  004.45998156
111  50.46385761  004.46004252
111  50.45940552  004.44474593
112  50.45940552  004.44474593  50.45928105  004.44434984
111  50.45767715  004.44113935
111  50.45707377  004.43993728
112  50.45679804  004.43946573  50.45668418  004.43929851
111  50.45588430  004.43839240
111  50.45588405  004.43839246
111  50.45587277  004.43847378
111  50.45650519  004.44066772
111  50.45655263  004.44070229
112  50.45655263  004.44070229  50.45651174  004.44047671
112  50.45659713  004.44019007  50.45665584  004.44008971
111  50.45659713  004.44019007
112  50.45659713  004.44019007  50.45665845  004.44008525
112  50.45684542  004.44021002  50.45693614  004.44034586
111  50.45684542  004.44021002
111  50.45753922  004.44140693
111  50.45898816  004.44449250
112  50.45898816  004.44449250  50.45907788  004.44467742
111  50.45916963  004.44496343
111  50.45964882  004.44653847
112  50.45964882  004.44653847  50.45973106  004.44691828
112  50.45946308  004.44749919  50.45929861  004.44766114
112  50.45914978  004.44775326  50.45889080  004.44793256
112  50.45855394  004.44761836  50.45837720  004.44745449
111  50.45855394  004.44761836
111  50.45854064  004.44768431
111  50.45891681  004.44898667
111  50.45895517  004.44898984
112  50.45895517  004.44898984  50.45895517  004.44870759
112  50.45929141  004.44819510  50.45957568  004.44800539
111  50.45929141  004.44819510
111  50.45956336  004.44801007
112  50.45956336  004.44801007  50.45978576  004.44786432
112  50.46019086  004.44839120  50.46033667  004.44874517
111  50.46019086  004.44839120
111  50.46060372  004.44957866
111  50.46355457  004.45977150
112  50.46355457  004.45977150  50.46361779  004.45997681
111  50.46361137  004.46019096
111  50.46352017  004.46026865
112  50.46352017  004.46026865  50.46351733  004.46039139
112  50.46339738  004.46067103  50.46331925  004.46076699
111  50.46339738  004.46067103
111  50.46345929  004.46079648
112  50.46329470  004.46094281  50.46317466  004.46102092
111  50.46285469  004.46117817
111  50.46298962  004.46161960
112  50.46357145  004.46122413  50.46375045  004.46118620
111  50.46357145  004.46122413
111  50.46358969  004.46137478
112  50.46358969  004.46137478  50.46372607  004.46131118
112  50.46395783  004.46161281  50.46401039  004.46177237
111  50.46395783  004.46161281
111  50.46417246  004.46217716
111  50.46558569  004.46708989
111  50.46571837  004.46786538
112  50.46571837  004.46786538  50.46572902  004.46796022
112  50.46566386  004.46803543  50.46563782  004.46806518
111  50.46566386  004.46803543
111  50.46533023  004.46836007
111  50.46499463  004.46846549
112  50.46499463  004.46846549  50.46486985  004.46849441
112  50.46461068  004.46813115  50.46452169  004.46788531
111  50.46461068  004.46813115
113  50.46452502  004.46819841
112  50.46580941  004.46604724  50.46581705  004.46598534
111  50.46580941  004.46604724
112  50.46580941  004.46604724  50.46582808  004.46591497
112  50.46592611  004.46597188  50.46594584  004.46602767
111  50.46592611  004.46597188
111  50.46632708  004.46738425
112  50.46632708  004.46738425  50.46634421  004.46744022
111  50.46641912  004.46743287
112  50.46641912  004.46743287  50.46641227  004.46757117
112  50.46622461  004.46755165  50.46617786  004.46743414
111  50.46622461  004.46755165
111  50.46594916  004.46687439
113  50.46581800  004.46620814
111  50.46665597  004.46854700
111  50.46795048  004.47291757
111  50.46801159  004.47286886
112  50.46801159  004.47286886  50.46806135  004.47301723
112  50.46797586  004.47311571  50.46794011  004.47314660
112  50.46781941  004.47303596  50.46777763  004.47293610
111  50.46781941  004.47303596
111  50.46756275  004.47237133
111  50.46665265  004.46931042
111  50.46650628  004.46856672
112  50.46650628  004.46856672  50.46649075  004.46847942
112  50.46656925  004.46833463  50.46661911  004.46829506
112  50.46672045  004.46848927  50.46676482  004.46865319
113  50.46672045  004.46848927
110 2 0.00 65.5500 North Asphalt Taxiway
111  50.46285469  004.46117817
112  50.46285469  004.46117817  50.46269109  004.46123731
112  50.46238827  004.46082811  50.46225473  004.46059268
111  50.46238827  004.46082811
111  50.46237421  004.46091340
111  50.46285392  004.46257701
111  50.46289460  004.46257148
112  50.46289460  004.46257148  50.46282476  004.46225162
112  50.46298962  004.46161960  50.46310150  004.46151546
113  50.46298962  004.46161960
110 1 0.00 0.0000 South Asphalt Taxiway
111  50.46424742  004.46877059
112  50.46424742  004.46877059  50.46426977  004.46885841
112  50.46406880  004.46945780  50.46387757  004.46958721
111  50.46406880  004.46945780
111  50.46384567  004.46962616
112  50.46384567  004.46962616  50.46364561  004.46974262
112  50.46332609  004.46941775  50.46321090  004.46917985
111  50.46332609  004.46941775
111  50.46308763  004.46883486
111  50.46139649  004.46298482
112  50.46139649  004.46298482  50.46135039  004.46281784
112  50.46147698  004.46271330  50.46155790  004.46266312
111  50.46147698  004.46271330
111  50.46225395  004.46213167
112  50.46225395  004.46213167  50.46227278  004.46211780
112  50.46232804  004.46215082  50.46235511  004.46219056
111  50.46232804  004.46215082
111  50.46234441  004.46208233
111  50.46212071  004.46128318
111  50.46207342  004.46127450
112  50.46207342  004.46127450  50.46210814  004.46145196
112  50.46193553  004.46195766  50.46180608  004.46207875
111  50.46193553  004.46195766
111  50.46167033  004.46216878
112  50.46167033  004.46216878  50.46154331  004.46227116
112  50.46117045  004.46198628  50.46105465  004.46173229
111  50.46117045  004.46198628
111  50.46094907  004.46143932
111  50.46076970  004.46079406
112  50.46076970  004.46079406  50.46056589  004.45995508
112  50.46033858  004.45824750  50.46003463  004.45728432
111  50.46033858  004.45824750
111  50.46010481  004.45842395
112  50.46010481  004.45842395  50.46017197  004.45865394
112  50.46024978  004.45908928  50.46028323  004.45930521
111  50.46024978  004.45908928
112  50.46024978  004.45908928  50.46029044  004.45935172
112  50.46034470  004.45987382  50.46037443  004.46013865
111  50.46034470  004.45987382
112  50.46034470  004.45987382  50.46036122  004.46002103
112  50.46040277  004.46032462  50.46042618  004.46047868
111  50.46040277  004.46032462
112  50.46040277  004.46032462  50.46043856  004.46056015
112  50.46056021  004.46107066  50.46063374  004.46133509
111  50.46056021  004.46107066
111  50.46195877  004.46595306
111  50.46201266  004.46591314
111  50.46302725  004.46947287
112  50.46302725  004.46947287  50.46319339  004.47002614
112  50.46394877  004.46997182  50.46434408  004.46968432
111  50.46394877  004.46997182
111  50.46448571  004.46959743
111  50.46450289  004.46954728
113  50.46428092  004.46877540
130 Airport Boundary 1
111  50.46830728  004.46740993
111  50.46781099  004.46571597
111  50.46780028  004.46553648
111  50.46761819  004.46485777
111  50.46705763  004.46350598
111  50.46642191  004.46139234
111  50.46651728  004.46131208
111  50.46638092  004.46096266
111  50.46407988  004.45819436
111  50.46307276  004.45594225
111  50.46185270  004.45173510
111  50.46187738  004.45167695
111  50.45969330  004.44417618
111  50.45981669  004.44408896
111  50.45924291  004.44209269
111  50.45875550  004.44244155
111  50.45780537  004.44057130
111  50.45754624  004.43970886
111  50.45692310  004.43750917
111  50.45668248  004.43767391
111  50.45609636  004.43567773
111  50.45626911  004.43464088
111  50.45472051  004.43386575
111  50.45470200  004.43405955
111  50.45402950  004.43437932
111  50.45332615  004.44013501
111  50.45337551  004.44067763
111  50.45480071  004.44560966
111  50.45721307  004.45399141
111  50.45779920  004.45586163
111  50.45787323  004.45578398
111  50.45944651  004.46111377
111  50.45952055  004.46155955
111  50.46127685  004.46766881
111  50.46123572  004.46771723
111  50.46261300  004.47249597
111  50.46545939  004.48217833
111  50.46585918  004.48277856
111  50.46618791  004.48282043
111  50.46662324  004.48337869
111  50.46908519  004.48419306
111  50.46991582  004.48466059
111  50.47053578  004.48370464
111  50.47048020  004.48362269
111  50.47116317  004.48270883
111  50.47161079  004.48163142
111  50.47200850  004.48070250
111  50.47205437  004.48001684
111  50.47239810  004.47961027
111  50.47362923  004.47823053
111  50.47335778  004.47708179
111  50.47234469  004.47596890
111  50.47164726  004.47356886
111  50.47034595  004.47040184
111  50.46922960  004.46852629
113  50.46856900  004.46811456
120 Runway Hold Line
111  50.46593129  004.46865751 54 104
115  50.46578231  004.46812655
120 Runway Hold Line
111  50.45753922  004.44140693 4 104
115  50.45770575  004.44119726
120 Runway Hold Line
111  50.45996042  004.44804929 4 104
115  50.45966438  004.44703170
120 Runway Hold Line
111  50.46378885  004.46125379 54 104
115  50.46357897  004.46053106
120 Runway Hold Line
111  50.46167033  004.46216878 4 104
115  50.46176705  004.46249791
120 Runway Hold Line
111  50.45958286  004.45490680 4 104
115  50.45968434  004.45526676
120 Runway Hold Line
111  50.45706404  004.44628448 4 104
115  50.45717540  004.44665904
120 Runway Hold Line
111  50.45428070  004.43780869 4 104
115  50.45463101  004.43789216
120 Taxiway Hold Line
111  50.45905710  004.44304585 5 101
115  50.45892813  004.44300596
120 Taxiway Hold Line
111  50.46224748  004.46593336 4
115  50.46206074  004.46606915
120 Taxiway Hold Line
111  50.46585800  004.46574896 2
115  50.46572162  004.46527738
120 Taxiway Hold Line
111  50.46531948  004.46497683 2
115  50.46510944  004.46512218
120 Taxiway Hold Line
111  50.46577505  004.46760975 2
115  50.46605105  004.46741681
120 Taxiway Hold Line
111  50.46612556  004.46885423 2
115  50.46642798  004.46864106
120 Taxiway Hold Line
111  50.46805265  004.47320799 2
115  50.46819709  004.47371083
120 Taxiway Hold Line
111  50.46657684  004.46818056 2
115  50.46643004  004.46766071
120 Taxiway Hold Line
111  50.45812506  004.45059888 2
115  50.45794724  004.45072816
120 Taxiway Hold Line
111  50.45777211  004.44937998 2
115  50.45759358  004.44951073
120 Taxiway Hold Line
111  50.45712148  004.44710416 2
115  50.45693278  004.44723971
120 Taxiway Hold Line
111  50.45677320  004.44592550 2
115  50.45658843  004.44605642
120 Taxiway Hold Line
111  50.45607607  004.44351624 2
115  50.45589106  004.44365456
120 Taxiway Hold Line
111  50.45573408  004.44233171 2
115  50.45554666  004.44246840
120 Taxiway Centreline
112  50.46844667  004.47368298  50.46839073  004.47349525 51 101
116  50.46852116  004.47304958  50.46855264  004.47296905
120 Taxiway Centreline
112  50.46598165  004.46770721  50.46602725  004.46786522 51 101
116  50.46583682  004.46839893  50.46570010  004.46850323
120 Taxiway Centreline
112  50.46625114  004.46863371  50.46613276  004.46837257 51 101
116  50.46583682  004.46839893  50.46569241  004.46847157
120 Taxiway Centreline
111  50.46645818  004.46795641 51 101
111  50.46518034  004.46886639
112  50.46518034  004.46886639  50.46493891  004.46902295 51 101
112  50.46438509  004.46841232  50.46426530  004.46801081
111  50.46438509  004.46841232 51 101
115  50.46411977  004.46749748
120 Taxiway Centreline
111  50.45650032  004.44121766 51 101
112  50.45632975  004.44062877  50.45625307  004.44036149
111  50.45632975  004.44062877
112  50.45632975  004.44062877  50.45618035  004.44009620 51 101
112  50.45655198  004.43980399  50.45661782  004.43977635
111  50.45655198  004.43980399
112  50.45655198  004.43980399  50.45674581  004.43971310 51 101
116  50.45690785  004.43989121  50.45696508  004.43998259
120 Taxiway Centreline
112  50.46807371  004.47348525  50.46820124  004.47340408 51 101
116  50.46844667  004.47368298  50.46848541  004.47380895
120 Taxiway Centreline
112  50.46838046  004.47326151  50.46851638  004.47316274 51 101
116  50.46857502  004.47259458  50.46851789  004.47239199
120 Taxiway Centreline
112  50.46883260  004.47347321  50.46877771  004.47328552 51 101
112  50.46838046  004.47326151  50.46825884  004.47334690
111  50.46838046  004.47326151 51 101
111  50.46807371  004.47348525
112  50.46807371  004.47348525  50.46788478  004.47361264 51 101
112  50.46758647  004.47322379  50.46749690  004.47293141
111  50.46758647  004.47322379 51 101
111  50.45938434  004.44502930
112  50.45938434  004.44502930  50.45933815  004.44487296 51 101
112  50.45911924  004.44432170  50.45898058  004.44402163
111  50.45911924  004.44432170
112  50.45911924  004.44432170  50.45911353  004.44430764 51 101
112  50.45899871  004.44407299  50.45892746  004.44392807
111  50.45899871  004.44407299
112  50.45899871  004.44407299  50.45895260  004.44397920 51 101
112  50.45882839  004.44372781  50.45876187  004.44359333
111  50.45882839  004.44372781
112  50.45882839  004.44372781  50.45830574  004.44267127 51 101
112  50.45696504  004.44000014  50.45669191  004.43946958
111  50.45696504  004.44000014
112  50.45696504  004.44000014  50.45693734  004.43994634 51 101
112  50.45690785  004.43989121  50.45689788  004.43987333
111  50.45690785  004.43989121
112  50.45690785  004.43989121  50.45676785  004.43963990 51 101
112  50.45646502  004.43925075  50.45628614  004.43906006
111  50.45646502  004.43925075 51 101
112  50.45564893  004.43827957  50.45559363  004.43809073
111  50.45564893  004.43827957 51 101
111  50.45551637  004.43782458
112  50.45551637  004.43782458  50.45542543  004.43751349 51 101
112  50.45568501  004.43695831  50.45557411  004.43653263
111  50.45568501  004.43695831
112  50.45568501  004.43695831  50.45559345  004.43656357 51 101
112  50.45518465  004.43727660  50.45528434  004.43792724
111  50.45518465  004.43727660
112  50.45518465  004.43727660  50.45522883  004.43752046 51 101
112  50.45545644  004.43775477  50.45553287  004.43801752
111  50.45545644  004.43775477 51 101
115  50.45565056  004.43842419
120 Taxiway Centreline
112  50.46031265  004.44822171  50.46021857  004.44791022 51 101
116  50.45949443  004.44778468  50.45915217  004.44803337
120 Taxiway Centreline
112  50.45917967  004.44800803  50.45891509  004.44820019 51 101
112  50.45883421  004.44926632  50.45896768  004.44974933
111  50.45883421  004.44926632 51 101
115  50.45913136  004.45029326
120 Taxiway Centreline
112  50.45982171  004.44653444  50.45992351  004.44688946 51 101
112  50.45949443  004.44778468  50.45922328  004.44796729
111  50.45949443  004.44778468 51 101
111  50.45917967  004.44800803
112  50.45917967  004.44800803  50.45879268  004.44822467 51 101
112  50.45833651  004.44755141  50.45823876  004.44722330
111  50.45833651  004.44755141 51 101
115  50.45809786  004.44672775
120 Taxiway Centreline
112  50.46301174  004.46138090  50.46291829  004.46145626 51 101
112  50.46220629  004.46089910  50.46205220  004.46036895
111  50.46220629  004.46089910 51 101
115  50.46196557  004.46006637
120 Taxiway Centreline
112  50.46377020  004.46010869  50.46382574  004.46029433 51 101
116  50.46357687  004.46096414  50.46339121  004.46110243
120 Taxiway Centreline
112  50.46412763  004.46133392  50.46406682  004.46111869 51 101
112  50.46357687  004.46096414  50.46337468  004.46111504
111  50.46357687  004.46096414
112  50.46357687  004.46096414  50.46348245  004.46102942 51 101
111  50.46301174  004.46138090
112  50.46301174  004.46138090  50.46283139  004.46149756 51 101
112  50.46269864  004.46259577  50.46281842  004.46306986
111  50.46269864  004.46259577 51 101
115  50.46294815  004.46345723
120 Taxiway Centreline
111  50.45895742  004.44371466 1
112  50.45893367  004.44385274  50.45894110  004.44394035
111  50.45893367  004.44385274
112  50.45893367  004.44385274  50.45894319  004.44394965 1
115  50.45899870  004.44407298
120 Taxiway Centreline
111  50.45898932  004.44302583 1
112  50.45898493  004.44308978  50.45898618  004.44310028 1
112  50.45904002  004.44342757  50.45904127  004.44344267
111  50.45904002  004.44342757
112  50.45904002  004.44342757  50.45905816  004.44362613 1
111  50.45895742  004.44371466 1
116  50.45879145  004.44365128  50.45868208  004.44351644
120 Taxiway Centreline
111  50.46205503  004.46210682 51 101
112  50.46225279  004.46119625  50.46210556  004.46068352
111  50.46225279  004.46119625 51 101
115  50.46210051  004.46067187
120 Taxiway Centreline
111  50.46107500  004.46225353 51 101
112  50.46153036  004.46251201  50.46180020  004.46232524 51 101
111  50.46205503  004.46210682
112  50.46205503  004.46210682  50.46223248  004.46196562 51 101
112  50.46254228  004.46219524  50.46261257  004.46243418
111  50.46254228  004.46219524 51 101
115  50.46270506  004.46275595
120 Taxiway Centreline
111  50.45958899  004.45516202 51 101
116  50.45948116  004.45560822  50.45954901  004.45588397
120 Taxiway Centreline
112  50.46007752  004.45481157  50.46019742  004.45472054 51 101
112  50.46044682  004.45496636  50.46049678  004.45512749
111  50.46044682  004.45496636 51 101
115  50.46070832  004.45587170
120 Taxiway Centreline
111  50.45997642  004.45334799 51 101
111  50.46021594  004.45417154
112  50.46021594  004.45417154  50.46028054  004.45439901 51 101
112  50.46007752  004.45481157  50.45997595  004.45489192
111  50.46007752  004.45481157 51 101
111  50.45958901  004.45516200 51 101
116  50.45930065  004.45498968  50.45921827  004.45471251
120 Taxiway Centreline
111  50.45587228  004.44322768 51
116  50.45555790  004.44318775  50.45532195  004.44335999
120 Taxiway Centreline
111  50.45574197  004.44277890 51
116  50.45555761  004.44318765  50.45532153  004.44333828
120 Taxiway Centreline
111  50.45538775  004.43751875 51 101
111  50.45532015  004.43728708
112  50.45532015  004.43728708  50.45527895  004.43714553 51 101
112  50.45504870  004.43703747  50.45495822  004.43705404 51 101
112  50.45445775  004.43751620  50.45431220  004.43774277
111  50.45445775  004.43751620
112  50.45445775  004.43751620  50.45440904  004.43761176 51 101
112  50.45438368  004.43811860  50.45442516  004.43828940
111  50.45438368  004.43811860 51 101
111  50.46029037  004.45838440
112  50.46029037  004.45838440  50.46053735  004.45926655 51 101
112  50.46063176  004.46071736  50.46081817  004.46144878
111  50.46063176  004.46071736 51 101
115  50.46201061  004.46549733
120 Taxiway Centreline
111  50.45747190  004.44470810 51 101
111  50.45768822  004.44545379
112  50.45768822  004.44545379  50.45777372  004.44575468 51 101
116  50.45754738  004.44614097  50.45743004  004.44622610
120 Taxiway Centreline
111  50.45817041  004.44711706 51 101
111  50.45795397  004.44637170
112  50.45795397  004.44637170  50.45789478  004.44617509 51 101
112  50.45754738  004.44614097  50.45743004  004.44622610
111  50.45754738  004.44614097
112  50.45754738  004.44614097  50.45748283  004.44618758 51 101
111  50.45706018  004.44649705 51 101
116  50.45696748  004.44698647  50.45702461  004.44726464
120 Taxiway Centreline
112  50.45706018  004.44649705  50.45697305  004.44656485 51 101
116  50.45675389  004.44625070  50.45668301  004.44602756
120 Taxiway Centreline
112  50.46609217  004.46563001  50.46604761  004.46547378 51 101
112  50.46573196  004.46555420  50.46555502  004.46569217 51 101
116  50.46556000  004.46625954  50.46563443  004.46651587
120 Taxiway Centreline
112  50.46720441  004.46792872  50.46717280  004.46781916 51 101
112  50.46675864  004.46774484  50.46653207  004.46790358
111  50.46675864  004.46774484 51 101
111  50.46645818  004.46795641
112  50.46645818  004.46795641  50.46638074  004.46801065 51 101
116  50.46598165  004.46770721  50.46587747  004.46735519
120 Taxiway Centreline
111  50.46554079  004.46373712 51 101
111  50.46815990  004.47272132 51 101
111  50.46910326  004.47588520
112  50.46910326  004.47588520  50.46913735  004.47600974 51 101
112  50.46930963  004.47617703  50.46940704  004.47623251
111  50.46930963  004.47617703 51 101
111  50.46949096  004.47626583 51 101
116  50.46972950  004.47652657  50.46978395  004.47670716
120 Taxiway Centreline
112  50.46645818  004.46795641  50.46632140  004.46805292 51 101
116  50.46625114  004.46863371  50.46632115  004.46896152
120 Taxiway Centreline
112  50.46649420  004.46550790  50.46643411  004.46531557 51 101
112  50.46603273  004.46534825  50.46585963  004.46547929
111  50.46603273  004.46534825 51 101
111  50.46573263  004.46555714
112  50.46573263  004.46555714  50.46558830  004.46566987 51 101
116  50.46530196  004.46537138  50.46524038  004.46516896
120 Taxiway Centreline
111  50.46589924  004.46348311 51 101
115  50.46990091  004.47710999
120 Taxiway Centreline
112  50.46664807  004.46782269  50.46676262  004.46774341 51
116  50.46706214  004.46806443  50.46712925  004.46829433
120 Taxiway Centreline
112  50.46664807  004.46782269  50.46673932  004.46776059 51
116  50.46678862  004.46711856  50.46671882  004.46690716
120 Taxiway Centreline
112  50.46827721  004.47333684  50.46842143  004.47322839 51
112  50.46841068  004.47268994  50.46834164  004.47246939
111  50.46841068  004.47268994 51
111  50.46634372  004.46558963
112  50.46634372  004.46558963  50.46627765  004.46536125 51
116  50.46603273  004.46534825  50.46595404  004.46540299
120 Taxiway Edgeline
111  50.45605982  004.43899701 53
112  50.45659406  004.43961777  50.45673394  004.43982925
111  50.45659406  004.43961777
112  50.45659406  004.43961777  50.45651229  004.43964289 53
116  50.45631218  004.43986684  50.45622892  004.44003433
120 Taxiway Edgeline
112  50.46638163  004.46770710  50.46623834  004.46781819
111  50.46638163  004.46770710
112  50.46638163  004.46770710  50.46624362  004.46779185 53
112  50.46610847  004.46756984  50.46606940  004.46746941
111  50.46610847  004.46756984 53
111  50.46586666  004.46693435 53
111  50.46571579  004.46617913
112  50.46571579  004.46617913  50.46566420  004.46589278 53
112  50.46585800  004.46574896  50.46590176  004.46572174 53
112  50.46606964  004.46586530  50.46612510  004.46597801
111  50.46606964  004.46586530 53
111  50.46648390  004.46726896
114  50.46648390  004.46726896  50.46651291  004.46737273 53
120 Taxiway Edgeline
112  50.46811255  004.47287166  50.46813400  004.47295030 53
112  50.46800586  004.47324598  50.46786214  004.47334642
111  50.46800586  004.47324598
112  50.46800586  004.47324598  50.46789802  004.47330364 53
112  50.46773625  004.47312046  50.46769481  004.47301144
111  50.46773625  004.47312046 53
111  50.46746821  004.47240802 53
111  50.46657313  004.46936226 53
111  50.46642056  004.46860880
112  50.46642056  004.46860880  50.46640662  004.46852387 53
112  50.46652718  004.46820057  50.46669287  004.46805300
111  50.46652718  004.46820057
112  50.46652718  004.46820057  50.46668526  004.46811561 53
